id;nazwisko;ulica;telefon;dupa
8321;Matejczyk;Piaskowa;699 139 780;
8322;Kiełbowicz;Rejtana;799 568 364;
8323;Fogel;Nowowiejska;+48 789 047 205;
8324;Uliasz;Tuwima;668 631 787;
8325;Tomal;Olchowa;22 766 09 13;
8326;Miksza;Krańcowa;22 752 55 67;
8327;Janiga;Reja;785 510 306;
8328;Superson;Strumykowa;792 350 249;
8329;Saczuk;Graniczna;+48 577 386 492;
8330;Pierz;Źródlana;603 264 972;
8331;Sacharczuk;Rumiankowa;507 658 693;
8332;Osipiuk;Magnoliowa;722 944 936;
8333;Graboś;Norwida;+48 510 866 180;
8334;Imiołczyk;Niecała;+48 32 737 12 68;
8335;Wandzel;Wrocławska;+48 783 316 933;
8336;Sankiewicz;Wyszyńskiego;735 363 356;
8337;Koloch;Browarna;+48 536 051 685;
8338;Orawiec;Ludowa;+48 661 689 009;
8339;Byzdra;Azaliowa;889 769 234;
8340;Buszkiewicz;Makowa;503 363 684;
8341;Kostro;Jana III Sobieskiego;+48 780 436 437;
8342;Stanaszek;Rataja;576 570 027;
8343;Gnyp;Myśliwska;697 783 423;
8344;Pietrasz;Jaworowa;+48 578 608 607;
8345;Babij;Szczęśliwa;785 741 892;
8346;Preś;Wspólna;+48 531 928 844;
8347;Zaczyk;Matejki;663 842 413;
8348;Kędziorek;Popiełuszki;+48 698 863 413;
8349;Nehring;Rolna;504 669 801;
8350;Kolman;Majowa;+48 884 129 988;
8351;Paliga;Lawendowa;782 917 199;
8352;Szoka;Opolska;787 454 402;
8353;Pioch;Bolesława Krzywoustego;+48 782 693 727;
8354;Lepa;Wczasowa;+48 22 210 30 11;
8355;Mzyk;Środkowa;602 168 435;
8356;Andrejczuk;Wiązowa;+48 573 785 827;
8357;Kubaczyk;Staffa;502 860 704;
8358;Wolan;Władysława Łokietka;+48 604 295 603;
8359;Oleksiuk;Kasprowicza;662 392 541;
8360;Wasyluk;Fredry;723 470 195;
8361;Szykuła;Rynek;608 885 565;
8362;Kuban;Rycerska;+48 22 836 21 36;
8363;Warczak;Jodłowa;+48 578 291 546;
8364;Piechura;Władysława Jagiełły;32 967 50 48;
8365;Broniek;Zacisze;+48 699 703 292;
8366;Nicewicz;Maja;+48 602 212 170;
8367;Swiątek;Bema;798 058 997;
8368;Reiter;Myśliwska;+48 518 902 428;
8369;Nocek;Jagiellońska;699 453 910;
8370;Merda;Batalionów Chłopskich;+48 508 409 664;
8371;Kucharz;Stolarska;22 248 86 70;
8372;Tułacz;Zachodnia;885 611 340;
8373;Simon;Cedrowa;699 009 354;
8374;Irla;Pszenna;+48 22 819 39 98;
8375;Ludwiniak;Jana Sobieskiego;+48 32 908 47 49;
8376;Gnyp;Poprzeczna;+48 539 386 312;
8377;Wojtasiewicz;Tylna;739 233 054;
8378;Sabak;Kruczkowskiego;+48 607 389 471;
8379;Kuster;Sportowa;691 099 367;
8380;Tatarczyk;Krzywa;797 129 069;
8381;Kus;Fabryczna;+48 794 267 163;
8382;Lampart;Żeglarska;+48 32 077 73 83;
8383;Drobot;Bursztynowa;+48 780 529 003;
8384;Feliksiak;Mieszka I;+48 605 687 380;
8385;Kulon;Korfantego;+48 693 847 804;
8386;Filak;Harcerska;884 851 911;
8387;Łachacz;Kasprowicza;666 346 743;
8388;Bas;Morcinka;22 377 53 26;
8389;Goś;Kasztanowa;730 923 080;
8390;Cofała;Chopina;32 852 90 59;
8391;Jędruch;Letnia;576 968 044;
8392;Łuszczyk;Wodna;+48 696 376 382;
8393;Szmajda;Lipca;+48 32 783 42 17;
8394;Kusa;Bema;+48 22 316 86 20;
8395;Błasik;Broniewskiego;+48 724 089 270;
8396;Siekierka;Rzeczna;662 362 097;
8397;Gilewicz;Nowowiejska;22 963 91 65;
8398;Rząd;Północna;+48 739 324 519;
8399;Burzawa;Częstochowska;32 672 00 42;
8400;Dłubak;Odrzańska;+48 886 042 092;
8401;Hołubowicz;Tartaczna;+48 503 410 527;
8402;Bryja;Sybiraków;22 499 39 55;
8403;Stożek;Składowa;+48 728 108 345;
8404;Stypuła;Koralowa;+48 690 782 778;
8405;Kupś;Widokowa;697 191 081;
8406;Kacperczyk;Szpitalna;+48 577 231 366;
8407;Ośko;Żytnia;787 351 700;
8408;Długozima;Kreta;22 397 31 15;
8409;Hejduk;Lawendowa;+48 604 469 609;
8410;Moj;Dolna;663 612 184;
8411;Jeka;Kolejowa;530 958 509;
8412;Szklarek;Lisia;+48 22 278 45 43;
8413;Olbrych;Rumiankowa;+48 660 381 166;
8414;Powierża;Poniatowskiego;881 768 194;
8415;Mol;Zaułek;+48 797 674 858;
8416;Kopciuch;Wysoka;691 567 031;
8417;Weremczuk;Azaliowa;22 918 57 59;
8418;Czubaszek;Górska;+48 727 260 017;
8419;Meler;Morska;531 320 173;
8420;Peda;Bałtycka;+48 664 437 431;
8421;Tałaj;Górska;32 477 87 72;
8422;Dworniczak;Wilcza;781 507 005;
8423;Judek;Norwida;22 114 92 82;
8424;Zegar;Kolonia;577 645 008;
8425;Makles;Zaułek;+48 788 716 409;
8426;Potęga;Listopada;+48 536 623 188;
8427;Kluczek;Jabłoniowa;782 302 770;
8428;Kozdrój;Jasna;+48 32 643 40 46;
8429;Czupryna;Gajowa;+48 732 928 076;
8430;Nastały;Jaworowa;606 608 619;
8431;Mudlaff;Grunwaldzka;513 593 798;
8432;Bieszke;Piastowska;+48 733 756 677;
8433;Leszczyk;Błękitna;+48 515 878 351;
8434;Derek;Daleka;720 646 351;
8435;Fiedorczuk;Staffa;+48 530 918 317;
8436;Wiak;Okrzei;32 794 34 52;
8437;Sularz;Maczka;508 201 622;
8438;Zięciak;Powstańców;+48 697 266 748;
8439;Eckert;Nadbrzeżna;+48 534 135 600;
8440;Daniec;Partyzantów;+48 737 105 110;
8441;Dankiewicz;Żeromskiego;+48 699 636 294;
8442;Sacharczuk;Piaskowa;+48 532 859 179;
8443;Trybała;Wodna;+48 573 801 819;
8444;Mizgała;Wesoła;724 521 102;
8445;Kidoń;Krótka;+48 578 839 837;
8446;Brzykcy;Jabłoniowa;725 550 137;
8447;Sierżant;Hallera;660 330 719;
8448;Trzyna;Mała;795 593 259;
8449;Piechura;Śląska;+48 886 582 356;
8450;Kłósek;Bukowa;516 605 805;
8451;Polewka;Słonecznikowa;+48 881 679 977;
8452;Piksa;Strumykowa;+48 795 275 099;
8453;Wiesiołek;Gdańska;+48 32 532 77 56;
8454;Tlałka;Krucza;+48 518 331 200;
8455;Buszkiewicz;Zaciszna;+48 884 122 617;
8456;Giersz;Maczka;+48 515 631 780;
8457;Zięcik;Sikorskiego;693 381 053;
8458;Berdzik;Wysoka;727 719 060;
8459;Kondej;Partyzantów;572 188 655;
8460;Matacz;Nowowiejska;533 740 541;
8461;Kościukiewicz;Szafirowa;731 129 215;
8462;Czerniec;Willowa;664 941 322;
8463;Antoszczyk;Klonowa;+48 532 973 424;
8464;Szabla;Piłsudskiego;32 415 54 95;
8465;Niebudek;Hutnicza;+48 734 901 090;
8466;Klorek;Podwale;+48 604 552 205;
8467;Beśka;Wrzosowa;+48 22 893 21 11;
8468;Szeja;Sokola;+48 697 343 208;
8469;Adrian;Zwycięstwa;500 808 807;
8470;Bartłomiejczyk;Piekarska;22 567 85 41;
8471;Małycha;Sikorskiego;782 086 770;
8472;Zybura;Rycerska;+48 694 804 260;
8473;Chomik;Grabowa;+48 601 341 995;
8474;Wujek;Topolowa;+48 22 574 55 23;
8475;Wnuczek;Kazimierza Wielkiego;+48 506 857 222;
8476;Kieca;Zacisze;+48 661 152 062;
8477;Urynowicz;Wyspiańskiego;724 321 899;
8478;Zagrodnik;Sportowa;+48 886 103 127;
8479;Brach;Wieniawskiego;882 857 477;
8480;Nogieć;Paderewskiego;+48 537 454 429;
8481;Józefczak;Waryńskiego;+48 516 263 606;
8482;Bobik;Harcerska;+48 880 717 462;
8483;Marat;Południowa;+48 796 793 344;
8484;Gołoś;Dąbrowskiego;32 442 20 12;
8485;Suchta;Spółdzielcza;32 136 95 73;
8486;Lica;Gajowa;532 864 424;
8487;Bacik;Targowa;727 863 655;
8488;Gęgotek;Nałkowskiej;691 939 221;
8489;Amanowicz;Liliowa;+48 32 099 33 53;
8490;Zubowicz;Boczna;579 941 066;
8491;Krakowczyk;Dolna;534 463 949;
8492;Łusiak;Grzybowa;783 107 012;
8493;Mizak;Wrzosowa;732 852 188;
8494;Kościk;Konstytucji 3 Maja;506 924 428;
8495;Walus;Promienna;+48 794 429 950;
8496;Marcińczyk;Górna;733 665 820;
8497;Januchta;Zwycięstwa;739 340 173;
8498;Różak;Dobra;734 260 488;
8499;Jaroszuk;Wolności;+48 730 186 863;
8500;Dubel;Diamentowa;+48 516 802 531;
8501;Szczerbiak;Bankowa;+48 697 655 337;
8502;Masłoń;Agrestowa;791 710 678;
8503;Jasnoch;Pomorska;725 248 923;
8504;Fijoł;Bukowa;737 266 947;
8505;Krakowczyk;Wypoczynkowa;+48 793 837 021;
8506;Pracz;Jastrzębia;+48 576 940 976;
8507;Kubaczyk;Odrzańska;515 301 574;
8508;Baranowicz;Szafirowa;+48 790 374 089;
8509;Ignatiuk;Jastrzębia;579 699 861;
8510;Boba;Władysława Jagiełły;513 342 652;
8511;Jerzyk;Ptasia;576 957 291;
8512;Młodzik;Bydgoska;785 073 350;
8513;Janiga;Łabędzia;+48 787 060 591;
8514;Seweryniak;Zdrojowa;+48 667 704 014;
8515;Kocoł;Wodna;32 458 16 83;
8516;Beker;Brzozowa;+48 32 383 63 55;
8517;Hus;Toruńska;724 436 251;
8518;Waszczyk;Przechodnia;+48 22 430 90 82;
8519;Kopik;Częstochowska;+48 733 579 296;
8520;Łyczak;Składowa;+48 32 623 04 91;
8521;Ślimak;Matejki;+48 780 634 067;
8522;Kubaczyk;Żytnia;+48 504 260 829;
8523;Dyszkiewicz;Księżycowa;573 893 391;
8524;Karol;Konopnickiej;729 464 679;
8525;Kawula;Korfantego;+48 606 786 495;
8526;Prejs;Nadbrzeżna;+48 665 264 235;
8527;Dzidek;Ciasna;786 008 757;
8528;Misiuk;Nałkowskiej;+48 22 752 73 59;
8529;Bulanda;Błękitna;516 426 326;
8530;Kolbusz;Kasprowicza;22 932 38 37;
8531;Dering;Zakole;+48 695 544 511;
8532;Srokosz;Wschodnia;695 345 097;
8533;Behrendt;Powstańców Śląskich;517 075 623;
8534;Szelest;Piwna;+48 519 384 844;
8535;Kaluga;Górska;608 913 584;
8536;Bogumił;Promienna;+48 538 337 302;
8537;Maron;Traugutta;735 110 183;
8538;Aleksa;Lubelska;+48 790 152 199;
8539;Ryguła;Niepodległości;+48 882 350 872;
8540;Dziugieł;Okrzei;+48 885 794 422;
8541;Potoczna;Jasna;721 088 549;
8542;Parkitna;Mazurska;+48 600 132 253;
8543;Procek;Żurawia;795 807 863;
8544;Kuran;Północna;787 144 724;
8545;Kruszona;Kasztanowa;+48 32 137 61 66;
8546;Milewczyk;Leśna;535 871 803;
8547;Nowotnik;Ceglana;666 656 426;
8548;Fedak;Maja;+48 537 208 584;
8549;Lica;Wąska;+48 22 811 19 12;
8550;Kiryluk;Cisowa;+48 882 753 805;
8551;Kafel;Skłodowskiej-Curie;+48 739 367 197;
8552;Kosowicz;Działkowa;576 587 112;
8553;Korniak;Powstańców Wielkopolskich;+48 511 817 228;
8554;Buchalik;Morska;22 549 42 27;
8555;Drela;Kwiatowa;733 399 584;
8556;Myszk;Andersa;578 137 382;
8557;Dynia;Nowowiejska;+48 728 339 226;
8558;Szajda;Gołębia;+48 600 318 549;
8559;Góraj;Mickiewicza;+48 736 266 114;
8560;Szmuc;Strzelecka;+48 794 905 535;
8561;Miękus;Sportowa;+48 32 797 73 56;
8562;Breguła;Podgórna;+48 783 241 860;
8563;Dankiewicz;Jana Sobieskiego;+48 781 571 087;
8564;Mironiuk;Staffa;609 764 691;
8565;Radko;Wiosenna;738 643 135;
8566;Delekta;Chopina;+48 500 650 153;
8567;Wawrzyn;Handlowa;737 465 694;
8568;Kukawka;Andersa;885 090 383;
8569;Piekart;Mostowa;577 410 522;
8570;Grabas;Zaułek;665 217 423;
8571;Karkut;Czereśniowa;579 089 517;
8572;Kieca;Lazurowa;722 727 115;
8573;Baś;Sucharskiego;+48 733 370 302;
8574;Radko;Ceglana;729 719 169;
8575;Mikosz;Topolowa;+48 512 382 481;
8576;Tekiela;Władysława Jagiełły;513 836 994;
8577;Toborek;Zbożowa;+48 881 171 018;
8578;Ernst;Piłsudskiego;799 586 454;
8579;Żółtek;Skośna;783 977 790;
8580;Michalczak;Rejtana;503 589 081;
8581;Florian;Bałtycka;+48 538 215 062;
8582;Strama;Prosta;+48 691 809 103;
8583;Latko;Jadwigi;+48 881 147 098;
8584;Nazarewicz;Dąbrowskiej;736 982 325;
8585;Malon;Mostowa;+48 887 480 513;
8586;Żmija;Wiklinowa;+48 732 712 750;
8587;Siatka;Zaciszna;+48 513 436 751;
8588;Grupa;Jesienna;+48 500 391 898;
8589;Kowaluk;Partyzantów;506 650 068;
8590;Kniaź;Wyzwolenia;+48 669 203 047;
8591;Wojtarowicz;Żwirki i Wigury;782 929 634;
8592;Bas;Działkowa;727 617 991;
8593;Pawliszyn;Błękitna;22 865 84 10;
8594;Drobisz;Sybiraków;+48 516 974 149;
8595;Gryska;Nadbrzeżna;791 487 768;
8596;Gryga;Nadbrzeżna;577 510 321;
8597;Frelek;Kusocińskiego;+48 799 421 952;
8598;Wiese;Floriana;794 950 473;
8599;Jeske;Waryńskiego;739 547 603;
8600;Pik;Piekarska;692 605 179;
8601;Żelazek;Storczykowa;+48 786 712 959;
8602;Dziugieł;Orla;+48 513 541 601;
8603;Kołaczyk;Porzeczkowa;509 299 297;
8604;Choroś;Brzoskwiniowa;+48 784 375 728;
8605;Derek;Wiatraczna;695 681 214;
8606;Szymańczyk;Stawowa;889 701 891;
8607;Wajdzik;Agrestowa;600 153 481;
8608;Wojniak;Makowa;790 703 307;
8609;Osojca;Plater;+48 531 254 747;
8610;Naumiuk;Sikorskiego;32 082 32 19;
8611;Bacik;Kwiatowa;+48 660 534 250;
8612;Kempka;Wojciecha;+48 511 903 422;
8613;Sykała;Środkowa;888 459 630;
8614;Malara;Witosa;797 387 190;
8615;Semik;Witosa;501 898 599;
8616;Hadała;Dębowa;+48 736 373 328;
8617;Zapaśnik;Gołębia;+48 538 486 809;
8618;Kij;Kusocińskiego;533 356 144;
8619;Księżak;Prosta;+48 884 160 762;
8620;Graban;Makuszyńskiego;696 242 334;
8621;Zacharczuk;Staffa;+48 880 608 966;
8622;Chachaj;Borowa;+48 22 225 67 55;
8623;Przewoźniak;Jana Sobieskiego;+48 797 519 336;
8624;Dynia;Źródlana;22 093 99 27;
8625;Michniak;Jarzębinowa;579 343 594;
8626;Rajchel;Klasztorna;+48 512 056 937;
8627;Chyb;Gałczynskiego;692 312 279;
8628;Filus;Cegielniana;32 606 28 98;
8629;Pastuła;Mazowiecka;+48 22 594 96 05;
8630;Dumin;Sybiraków;+48 32 470 37 79;
8631;Kierat;Paderewskiego;+48 539 333 147;
8632;Gendera;Dąbrowskiej;32 979 95 55;
8633;Dworczak;Podleśna;720 033 936;
8634;Kostera;Jaskółcza;+48 783 673 643;
8635;Węgier;Lazurowa;726 452 028;
8636;Tlałka;Malinowa;+48 664 490 512;
8637;Włodarz;Wąska;+48 602 062 956;
8638;Cięciwa;Lazurowa;+48 32 395 99 71;
8639;Morgała;Jaskółcza;+48 22 998 40 15;
8640;Jeka;Stycznia;795 876 067;
8641;Gubernat;Długosza;+48 664 777 266;
8642;Majtczak;Lwowska;721 627 702;
8643;Zera;Kilińskiego;693 059 150;
8644;Windak;Diamentowa;+48 604 603 630;
8645;Juszczuk;Podgórna;+48 785 000 895;
8646;Madejczyk;Azaliowa;738 945 462;
8647;Kawulok;Spółdzielcza;+48 574 393 221;
8648;Mikita;Zielona;+48 22 744 57 14;
8649;Cymer;Nadrzeczna;+48 793 822 354;
8650;Kusa;Strażacka;32 039 80 26;
8651;Krężołek;Promienna;536 200 290;
8652;Świergiel;Baczynskiego;784 298 732;
8653;Kastelik;Miła;669 885 774;
8654;Uss;Jeziorna;+48 32 928 46 06;
8655;Gabryel;Wiklinowa;+48 532 130 547;
8656;Romaniak;Kwiatowa;+48 882 320 448;
8657;Świt;Waryńskiego;+48 664 158 886;
8658;Poleszak;Wiślana;513 885 018;
8659;Ptok;Czarnieckiego;514 249 638;
8660;Plak;Skłodowskiej-Curie;606 934 894;
8661;Fikus;Staszica;+48 578 519 691;
8662;Dacko;Spokojna;+48 737 250 564;
8663;Goik;Miłosza;516 704 686;
8664;Tyma;Chmielna;+48 607 393 648;
8665;Rybus;Słonecznikowa;577 463 205;
8666;Betlej;Kazimierza Wielkiego;784 445 359;
8667;Starostka;Reja;+48 699 027 341;
8668;Rajda;Osiedlowa;+48 797 223 342;
8669;Błaszyk;Orkana;+48 609 969 908;
8670;Wojtarowicz;Ogrodowa;+48 570 151 773;
8671;Pitura;Władysława Jagiełły;606 311 875;
8672;Zubel;Lwowska;797 820 952;
8673;Podgórny;Zacisze;+48 512 201 125;
8674;Biegała;Mickiewicza;+48 531 256 053;
8675;Sadlak;Torowa;793 909 345;
8676;Żuberek;Łąkowa;574 595 145;
8677;Danel;Bałtycka;881 236 931;
8678;Stawczyk;Owocowa;+48 22 248 86 24;
8679;Podkowa;Ceglana;+48 663 766 616;
8680;Spychaj;Bydgoska;794 317 337;
8681;Zioła;Mieszka I;574 354 606;
8682;Kajak;Targowa;+48 539 650 675;
8683;Kruszona;Wiązowa;+48 606 665 505;
8684;Juszczuk;Warszawska;507 986 213;
8685;Gałat;Konstytucji 3 Maja;668 884 600;
8686;Wichłacz;Leszczynowa;+48 518 441 036;
8687;Bekus;Ciasna;+48 502 736 821;
8688;Sporek;Ludowa;+48 530 663 166;
8689;Krzyszczak;Jeżynowa;+48 510 467 950;
8690;Mol;Gajowa;+48 789 725 510;
8691;Łaciak;Sarnia;+48 32 632 83 11;
8692;Molak;Rycerska;+48 571 039 344;
8693;Waloch;Wiśniowa;+48 578 877 337;
8694;Kurcz;Słoneczna;32 106 12 31;
8695;Sajda;Zachodnia;609 092 493;
8696;Żero;Strumykowa;+48 518 025 888;
8697;Sławik;Srebrna;785 210 249;
8698;Błaziak;Partyzantów;570 654 073;
8699;Dziób;Dobra;720 998 273;
8700;Sot;Chopina;22 167 35 16;
8701;Chodak;Norwida;669 368 583;
8702;Dzika;Lipowa;+48 793 485 953;
8703;Kurzydło;Floriana;32 959 80 61;
8704;Liedtke;Grottgera;22 582 26 29;
8705;Franaszek;Narutowicza;+48 512 620 042;
8706;Stochel;Strzelecka;+48 691 973 566;
8707;Zaborek;Rzeczna;738 320 307;
8708;Sołtan;Klonowa;+48 726 677 246;
8709;Gęgotek;Willowa;+48 502 186 602;
8710;Tasarz;Lipca;506 488 567;
8711;Droś;Żwirowa;884 537 433;
8712;Liss;Gdańska;+48 724 079 079;
8713;Pyza;Klonowa;574 150 520;
8714;Lepka;Morelowa;572 399 965;
8715;Jeske;Bukowa;+48 577 384 238;
8716;Nawrotek;Modrzewiowa;+48 666 638 343;
8717;Lew;Srebrna;+48 697 438 772;
8718;Huczek;Lotnicza;+48 731 624 072;
8719;Chochół;Torowa;32 431 40 64;
8720;Krzyszczak;Lipowa;739 216 296;
8721;Nazarko;Nadrzeczna;+48 602 258 410;
8722;Łacina;Maja;+48 798 539 911;
8723;Janc;Orla;+48 669 627 462;
8724;Jessa;Wiązowa;609 173 479;
8725;Pazdan;Szarych Szeregów;+48 32 868 46 36;
8726;Golczyk;Cisowa;+48 660 502 806;
8727;Fierek;Willowa;519 114 737;
8728;Dziuban;Brzoskwiniowa;+48 573 486 833;
8729;Koman;Miarki;516 459 752;
8730;Heczko;Głowackiego;+48 883 449 111;
8731;Stryjek;Żabia;734 914 453;
8732;Pytlarz;Spacerowa;579 716 248;
8733;Berdzik;Podwale;516 030 917;
8734;Gramza;Klonowa;+48 789 223 659;
8735;Bidas;Mostowa;+48 22 726 67 22;
8736;Dela;Prosta;+48 884 819 687;
8737;Witoń;Radosna;32 192 07 78;
8738;Maruszczyk;Spokojna;796 388 333;
8739;Majczyna;Lotnicza;+48 785 875 032;
8740;Hankiewicz;Żwirki i Wigury;603 101 722;
8741;Kaczmar;Lelewela;500 048 940;
8742;Kasper;Szafirowa;721 233 803;
8743;Kunert;Lawendowa;32 487 10 49;
8744;Smela;Piastowska;+48 795 881 009;
8745;Kazimierczyk;Bursztynowa;+48 666 704 819;
8746;Parkitna;Piastowska;723 205 592;
8747;Skubis;Klasztorna;+48 794 425 176;
8748;Lenarcik;Zielna;889 058 127;
8749;Plewnia;Wyszyńskiego;+48 668 984 550;
8750;Bieleń;Irysowa;533 061 025;
8751;Tabisz;Łączna;+48 600 793 772;
8752;Mitek;Sybiraków;732 970 088;
8753;Merchel;Orla;735 054 941;
8754;Graj;Perłowa;22 032 07 06;
8755;Bąbel;Orla;782 195 306;
8756;Pyda;Władysława Łokietka;723 934 954;
8757;Lula;Malinowa;729 565 224;
8758;Kobza;Miarki;660 584 580;
8759;Szczot;Szpitalna;+48 795 520 409;
8760;Niechciał;Poprzeczna;690 874 373;
8761;Sroga;Wrzosowa;576 832 677;
8762;Kazimierczuk;Rynek;+48 22 082 30 07;
8763;Szumacher;Ogrodowa;573 399 141;
8764;Zbiciak;Dolna;+48 603 527 917;
8765;Rduch;Letniskowa;+48 22 898 90 10;
8766;Jambor;Krucza;+48 664 079 308;
8767;Karkocha;Szewska;698 770 267;
8768;Stoltman;Słowianska;795 452 852;
8769;Skubis;Rzeczna;600 598 644;
8770;Latacz;Leśna;+48 736 149 788;
8771;Giersz;Widok;32 443 59 54;
8772;Twardzik;Grabowa;881 811 357;
8773;Wiercigroch;Miła;+48 538 650 061;
8774;Kupidura;Opolska;661 125 312;
8775;Cich;Letniskowa;+48 32 379 04 76;
8776;Opyrchał;Mokra;+48 699 391 440;
8777;Engel;Prosta;514 428 528;
8778;Kultys;Kopernika;531 547 169;
8779;Szczerek;Szmaragdowa;+48 799 139 788;
8780;Jeżyna;Wiatraczna;+48 32 810 93 37;
8781;Trochim;Rybacka;+48 22 304 18 08;
8782;Stanclik;Gajowa;534 388 069;
8783;Olma;Jesionowa;+48 781 708 637;
8784;Bieniak;Mieszka I;660 076 113;
8785;Szymonik;Kolejowa;506 021 342;
8786;Szumna;Ludowa;+48 532 407 153;
8787;Wieja;Szafirowa;32 235 61 23;
8788;Władyka;Chełmońskiego;+48 578 473 371;
8789;Dywan;Miła;699 429 212;
8790;Skrzecz;Klasztorna;883 083 667;
8791;Waszczyk;Kołłątaja;+48 784 890 316;
8792;Komander;Wyszyńskiego;+48 738 886 088;
8793;Och;Podmiejska;+48 888 939 420;
8794;Mamcarz;Batalionów Chłopskich;507 235 720;
8795;Jereczek;Wilcza;22 685 40 54;
8796;Demiańczuk;Żwirki i Wigury;501 541 190;
8797;Mysior;Rycerska;+48 607 930 425;
8798;Pytlarz;Kopernika;603 801 127;
8799;Ciuła;Piwna;579 350 476;
8800;Stanaszek;Bukowa;+48 32 306 25 61;
8801;Siebert;Cedrowa;+48 604 594 645;
8802;Kornak;Popiełuszki;691 672 730;
8803;Jędral;Strzelecka;515 456 596;
8804;Jaźwiec;Sucharskiego;+48 531 871 276;
8805;Imiela;Lwowska;+48 32 149 02 44;
8806;Pyzel;Kolorowa;+48 883 157 621;
8807;Utrata;Rolnicza;+48 502 656 117;
8808;Kościesza;Willowa;511 329 061;
8809;Garncarz;Wspólna;+48 601 509 623;
8810;Muzyk;Szpitalna;+48 695 345 492;
8811;Paw;Ciasna;607 861 944;
8812;Waloch;Rumiankowa;+48 532 548 698;
8813;Parzyszek;Sybiraków;669 535 855;
8814;Hanus;Jaworowa;783 123 843;
8815;Cibor;Dworska;721 679 033;
8816;Zach;Skłodowskiej-Curie;518 103 492;
8817;Kleina;Wrzosowa;+48 720 740 343;
8818;Pakos;Magnoliowa;729 089 452;
8819;Bartel;Powstańców Śląskich;574 263 704;
8820;Walencik;Kolejowa;22 172 90 57;
8821;Szpyt;Witosa;+48 577 466 108;
8822;Berg;Rataja;+48 22 803 01 15;
8823;Czuryło;Tartaczna;+48 792 263 049;
8824;Skalik;Skośna;505 229 833;
8825;Tomzik;Miła;+48 515 601 659;
8826;Pietrak;Widok;+48 500 033 574;
8827;Rębiś;Lwowska;+48 512 585 032;
8828;Zadka;Rolna;605 890 472;
8829;Bałdys;Waryńskiego;+48 888 745 391;
8830;Engler;Jaśminowa;+48 502 629 529;
8831;Ciepłuch;Bolesława Chrobrego;+48 22 387 41 93;
8832;Holc;Żytnia;506 634 700;
8833;Pitura;Wodna;+48 533 595 397;
8834;Malara;Długa;22 342 30 02;
8835;Garbaciak;Grabowa;734 084 923;
8836;Wojewódka;Willowa;723 525 548;
8837;Lipok;Miła;+48 22 172 18 23;
8838;Łasak;Kopernika;668 925 690;
8839;Łachut;Bolesława Krzywoustego;+48 780 920 890;
8840;Siembab;Letniskowa;+48 32 492 17 73;
8841;Burnat;Kościelna;+48 739 812 219;
8842;Seta;Toruńska;788 380 419;
8843;Nowrot;Wybickiego;662 320 212;
8844;Słoń;Górnicza;+48 730 248 965;
8845;Wac;Kolonia;22 305 85 28;
8846;Czenczek;Żeromskiego;513 923 473;
8847;Hermann;Norwida;576 634 789;
8848;Raba;Środkowa;737 652 878;
8849;Błażejczak;Długa;603 777 189;
8850;Kiljan;Szarych Szeregów;+48 695 879 889;
8851;Borysiuk;Nadrzeczna;+48 600 987 682;
8852;Żuberek;Asnyka;+48 571 947 043;
8853;Trzpil;Mieszka I;784 759 048;
8854;Skwira;Dobra;+48 795 663 992;
8855;Ciochoń;Leśna;738 430 342;
8856;Wawszczak;Rolna;+48 696 205 231;
8857;Drop;Willowa;+48 692 256 252;
8858;Myszak;Owocowa;603 426 598;
8859;Długajczyk;Robotnicza;791 081 553;
8860;Czuryło;Grunwaldzka;889 290 320;
8861;Obuchowicz;Gdańska;787 865 905;
8862;Maszkiewicz;Kusocińskiego;+48 725 266 816;
8863;Front;Podmiejska;602 053 778;
8864;Noculak;Sportowa;794 677 683;
8865;Hein;Dąbrowskiego;22 075 75 60;
8866;Judek;Orzeszkowej;+48 32 542 18 43;
8867;Oleksiuk;Widokowa;724 465 178;
8868;Skotarek;Wojciecha;+48 609 045 266;
8869;Jędraszczyk;Plażowa;+48 512 861 026;
8870;Jaskóła;Koralowa;697 426 274;
8871;Bejger;Orkana;+48 32 732 76 73;
8872;Tylek;Cegielniana;512 730 963;
8873;Niksa;Nowa;+48 796 065 759;
8874;Stefanik;Tulipanowa;+48 884 473 888;
8875;Białasik;Prosta;+48 798 175 671;
8876;Łapot;Miarki;+48 32 728 95 35;
8877;Sadownik;Daszyńskiego;697 502 772;
8878;Pogorzelec;Polna;+48 601 914 602;
8879;Polakiewicz;Zacisze;+48 532 635 183;
8880;Szpyrka;Opolska;22 597 80 74;
8881;Konat;Wałowa;609 792 615;
8882;Olszyna;Modrzewiowa;887 247 833;
8883;Duras;Zamkowa;32 747 20 90;
8884;Wojaczek;Strumykowa;+48 532 379 409;
8885;Dyjas;Partyzantów;+48 695 477 382;
8886;Olszyna;Zakątek;+48 886 369 238;
8887;Zamora;Wilcza;510 358 997;
8888;Piaseczna;Dworcowa;32 543 64 15;
8889;Mycek;Zapolskiej;+48 501 414 986;
8890;Stuglik;Ceglana;+48 889 478 817;
8891;Ośko;Lawendowa;+48 507 855 807;
8892;Bobrowicz;Mokra;+48 32 615 38 14;
8893;Nawrotek;Pałacowa;+48 22 706 52 60;
8894;Przeklasa;Targowa;502 797 986;
8895;Hajdukiewicz;Partyzantów;538 317 726;
8896;Maciuk;Mickiewicza;699 814 414;
